id,poi shape,poi type,coordinate
3004,Polygon,pitch,"[18.9706585, 47.4838292]"
3005,Polygon,swimming_pool,"[18.9713257, 47.4830174]"
3006,Polygon,swimming_pool,"[18.9682866, 47.4850446]"
3007,Polygon,swimming_pool,"[18.9723435, 47.4827931]"
3008,Polygon,swimming_pool,"[18.9689148, 47.4864135]"
3009,Polygon,swimming_pool,"[18.9663611, 47.4898236]"
3010,Polygon,swimming_pool,"[18.9359076, 47.5102019]"
3011,Polygon,swimming_pool,"[18.9388972, 47.5127532]"
3012,Polygon,pitch,"[19.0191657, 47.5324175]"
3013,Polygon,pitch,"[18.9010094, 47.5678979]"
3014,Polygon,pitch,"[18.9033607, 47.5681213]"
3015,Polygon,pitch,"[18.900071, 47.5687326]"
3016,Polygon,pitch,"[18.9031833, 47.5679297]"
3017,Polygon,playground,"[19.015869, 47.5286617]"
3018,Polygon,swimming_pool,"[19.0069742, 47.5286009]"
3019,Polygon,swimming_pool,"[18.9776429, 47.4834417]"
3020,Polygon,swimming_pool,"[18.9777885, 47.4833725]"
3021,Polygon,swimming_pool,"[18.976541, 47.4850936]"
3022,Polygon,swimming_pool,"[18.9764973, 47.4834052]"
3023,Polygon,swimming_pool,"[18.9731115, 47.48322]"
3024,Polygon,swimming_pool,"[18.9727777, 47.4830313]"
3025,Polygon,pitch,"[18.9771817, 47.483667]"
3026,Polygon,park,"[18.9629805, 47.4949658]"
3027,Polygon,pitch,"[18.9572149, 47.4920435]"
3028,Polygon,pitch,"[18.9610886, 47.495062]"
3029,Polygon,pitch,"[18.9585053, 47.4941551]"
3030,Polygon,pitch,"[18.9570899, 47.4918226]"
3031,Polygon,pitch,"[18.9633888, 47.4930085]"
3032,Polygon,pitch,"[18.956765, 47.4920958]"
3033,Polygon,pitch,"[18.9586036, 47.4935235]"
3034,Polygon,pitch,"[19.3941621, 47.429294]"
3035,Polygon,swimming_pool,"[18.9719005, 47.4864585]"
3036,Polygon,swimming_pool,"[18.974195, 47.485276]"
3037,Polygon,playground,"[18.9660056, 47.5012135]"
3038,Polygon,playground,"[18.9705313, 47.5013953]"
3039,Polygon,swimming_pool,"[18.9720932, 47.5021056]"
3040,Polygon,pitch,"[18.9666599, 47.5011768]"
3041,Polygon,pitch,"[18.9665255, 47.5009306]"
3042,Polygon,swimming_pool,"[18.9663098, 47.5003058]"
3043,Polygon,playground,"[18.9665344, 47.5080218]"
3044,Polygon,pitch,"[18.9665707, 47.5078283]"
3045,Polygon,swimming_pool,"[18.9574925, 47.5092854]"
3046,Polygon,swimming_pool,"[18.966374, 47.5074658]"
3047,Polygon,pitch,"[18.9667526, 47.5081329]"
3048,Polygon,pitch,"[19.0548999, 47.5490837]"
3049,Polygon,pitch,"[19.0371914, 47.4612621]"
3050,Polygon,pitch,"[19.0379339, 47.4608424]"
3051,Polygon,playground,"[18.9451158, 47.4605319]"
3052,Polygon,playground,"[19.148714, 47.5081174]"
3053,Polygon,playground,"[19.1498419, 47.5092433]"
3054,Polygon,dog_park,"[19.0847416, 47.4884175]"
3055,Polygon,park,"[19.0854938, 47.4888384]"
3056,Polygon,dog_park,"[19.0851957, 47.4892396]"
3057,Polygon,pitch,"[19.0803757, 47.4611775]"
3058,Polygon,dog_park,"[19.0835325, 47.4822154]"
3059,Polygon,dog_park,"[19.0837811, 47.4823695]"
3060,Polygon,dog_park,"[19.0939349, 47.4855004]"
3061,Polygon,dog_park,"[19.0947083, 47.4800298]"
3062,Polygon,swimming_pool,"[18.8696023, 47.5259203]"
3063,Polygon,swimming_pool,"[18.9444512, 47.4987341]"
3064,Polygon,park,"[18.9354607, 47.4113796]"
3065,Polygon,pitch,"[19.0411025, 47.4920039]"
3066,Polygon,fitness_station,"[19.061309, 47.5336864]"
3067,Polygon,playground,"[19.1044679, 47.5790313]"
3068,Polygon,playground,"[19.1002376, 47.5809537]"
3069,Polygon,playground,"[19.098059, 47.5619433]"
3070,Polygon,playground,"[19.0970128, 47.5606884]"
3071,Polygon,playground,"[19.0973864, 47.5684701]"
3072,Polygon,pitch,"[18.9207233, 47.5202238]"
3073,Polygon,pitch,"[18.9206796, 47.5204902]"
3074,Polygon,playground,"[19.0178866, 47.4904862]"
3075,Polygon,playground,"[19.0210757, 47.4899421]"
3076,Polygon,pitch,"[19.0216319, 47.5605545]"
3077,Polygon,pitch,"[19.0584305, 47.4892705]"
3078,Polygon,playground,"[19.1507525, 47.4700599]"
3079,Polygon,playground,"[19.2484201, 47.4904767]"
3080,Polygon,playground,"[19.2621825, 47.4948211]"
3081,Polygon,pitch,"[19.2567542, 47.4922855]"
3082,Polygon,pitch,"[19.2563867, 47.4923912]"
3083,Polygon,pitch,"[18.9812673, 47.5307822]"
3084,Polygon,pitch,"[19.3932119, 47.4185997]"
3085,Polygon,pitch,"[18.9716714, 47.5341213]"
3086,Polygon,ice_rink,"[19.0968619, 47.4327132]"
3087,Polygon,sports_centre,"[19.0957811, 47.4324963]"
3088,Polygon,pitch,"[19.0185682, 47.4660716]"
3089,Polygon,playground,"[19.0917676, 47.4318575]"
3090,Polygon,playground,"[19.0928176, 47.4308472]"
3091,Polygon,playground,"[19.0957861, 47.4306963]"
3092,Polygon,pitch,"[19.0957726, 47.4341673]"
3093,Polygon,pitch,"[19.0953662, 47.4341196]"
3094,Polygon,pitch,"[19.0947977, 47.4340554]"
3095,Polygon,pitch,"[19.0950616, 47.4344621]"
3096,Polygon,pitch,"[19.0992989, 47.4304202]"
3097,Polygon,park,"[19.130139, 47.6322339]"
3098,Polygon,playground,"[19.2200799, 47.481156]"
3099,Polygon,pitch,"[19.2196611, 47.4813371]"
3100,Polygon,pitch,"[19.0277646, 47.5171751]"
3101,Polygon,pitch,"[19.0328744, 47.5251497]"
3102,Polygon,pitch,"[19.0335543, 47.5252924]"
3103,Polygon,sports_centre,"[18.9311668, 47.4591645]"
3104,Polygon,playground,"[19.1416235, 47.5069692]"
3105,Polygon,pitch,"[19.0329841, 47.525361]"
3106,Polygon,park,"[19.0314683, 47.4607202]"
3107,Polygon,playground,"[19.031595, 47.4606395]"
3109,Polygon,swimming_pool,"[18.9842976, 47.5744207]"
3110,Polygon,swimming_pool,"[18.9894077, 47.5706495]"
3111,Polygon,pitch,"[18.9902762, 47.5700204]"
3112,Polygon,swimming_pool,"[18.9841065, 47.5748672]"
3113,Polygon,park,"[19.0519195, 47.4671064]"
3114,Polygon,pitch,"[19.061265, 47.5994723]"
3115,Polygon,park,"[19.0638591, 47.5979506]"
3116,Polygon,park,"[19.0623635, 47.5977838]"
3117,Polygon,pitch,"[19.0454921, 47.5685129]"
3118,Polygon,park,"[18.9528969, 47.3874425]"
3119,Polygon,pitch,"[19.0480941, 47.4810641]"
3120,Polygon,playground,"[19.0349379, 47.5315691]"
3121,Polygon,park,"[19.1047443, 47.3370005]"
3122,Polygon,swimming_pool,"[19.2540202, 47.4756883]"
3123,Polygon,sports_centre,"[19.0311371, 47.5326795]"
3124,Polygon,pitch,"[18.9704261, 47.5261103]"
3125,Polygon,playground,"[19.2512296, 47.4802005]"
3126,Polygon,pitch,"[19.0144053, 47.5360736]"
3127,Polygon,playground,"[19.3678699, 47.6115934]"
3128,Polygon,pitch,"[19.2476928, 47.4842523]"
3129,Polygon,pitch,"[19.279887, 47.4876143]"
3130,Polygon,pitch,"[19.2749421, 47.4860518]"
3131,Polygon,pitch,"[19.2757292, 47.4857787]"
3132,Polygon,track,"[19.2710417, 47.4845448]"
3133,Polygon,pitch,"[19.0888648, 47.5060802]"
3134,Polygon,park,"[19.0476431, 47.5910046]"
3135,Polygon,park,"[19.0223412, 47.4646839]"
3136,Polygon,playground,"[19.1050375, 47.4763182]"
3137,Polygon,pitch,"[19.1190866, 47.464345]"
3138,Polygon,pitch,"[19.1187587, 47.4641355]"
3139,Polygon,pitch,"[19.1201192, 47.4642904]"
3140,Polygon,pitch,"[19.119927, 47.4636104]"
3142,Polygon,pitch,"[19.1033836, 47.480894]"
3143,Polygon,dog_park,"[19.1215398, 47.4689087]"
3144,Polygon,pitch,"[19.0697391, 47.6053848]"
3145,Polygon,pitch,"[19.0702704, 47.6053024]"
3146,Polygon,pitch,"[19.0704194, 47.6065737]"
3147,Polygon,pitch,"[19.0722998, 47.6065619]"
3148,Polygon,pitch,"[19.0696071, 47.6050011]"
3149,Polygon,pitch,"[19.0689216, 47.5979983]"
3150,Polygon,pitch,"[19.066437, 47.5879747]"
3151,Polygon,playground,"[19.0658755, 47.5811281]"
3152,Polygon,playground,"[19.1168207, 47.4701124]"
3153,Polygon,pitch,"[19.1141098, 47.4712943]"
3154,Polygon,dog_park,"[19.1176636, 47.4683979]"
3155,Polygon,swimming_pool,"[19.0428357, 47.5219955]"
3156,Polygon,park,"[19.0789441, 47.4831535]"
3157,Polygon,playground,"[19.0787987, 47.4836591]"
3158,Polygon,playground,"[19.1140614, 47.4817966]"
3159,Polygon,pitch,"[19.1221736, 47.4709689]"
3160,Polygon,pitch,"[19.12193, 47.4710576]"
3161,Polygon,park,"[19.1395518, 47.4727546]"
3162,Polygon,park,"[19.1408724, 47.4711246]"
3163,Polygon,park,"[19.1393038, 47.4710836]"
3164,Polygon,sports_centre,"[19.1527809, 47.4597995]"
3165,Polygon,pitch,"[19.1518457, 47.4598926]"
3166,Polygon,pitch,"[19.1523912, 47.4598969]"
3168,Polygon,pitch,"[19.1530644, 47.4603397]"
3169,Polygon,track,"[19.1533277, 47.4602407]"
3170,Polygon,sports_centre,"[19.3516724, 47.5962391]"
3171,Polygon,playground,"[19.1069466, 47.4826552]"
3172,Polygon,pitch,"[19.1126891, 47.4815692]"
3173,Polygon,playground,"[19.1157356, 47.4719049]"
3174,Polygon,playground,"[19.1161015, 47.4719008]"
3175,Polygon,pitch,"[19.1156764, 47.472514]"
3176,Polygon,playground,"[19.1151896, 47.4725514]"
3177,Polygon,pitch,"[19.1154512, 47.4791684]"
3178,Polygon,park,"[19.1197851, 47.4694841]"
3179,Polygon,playground,"[19.1200429, 47.4697295]"
3180,Polygon,pitch,"[19.0552904, 47.5491438]"
3181,Polygon,swimming_pool,"[19.0677076, 47.5948401]"
3182,Polygon,swimming_pool,"[19.0674115, 47.5947845]"
3183,Polygon,pitch,"[19.0641432, 47.5720308]"
3184,Polygon,pitch,"[19.0639126, 47.5720466]"
3185,Polygon,water_park,"[19.0669574, 47.5944703]"
3186,Polygon,pitch,"[19.2560391, 47.4923689]"
3187,Polygon,playground,"[19.015132, 47.4924739]"
3188,Polygon,pitch,"[19.2605598, 47.5416787]"
3189,Polygon,dog_park,"[19.111868, 47.464245]"
3190,Polygon,pitch,"[19.1179606, 47.467198]"
3191,Polygon,park,"[19.1155052, 47.4706144]"
3192,Polygon,park,"[19.1178182, 47.4697496]"
3193,Polygon,park,"[19.1187677, 47.4694023]"
3194,Polygon,park,"[19.1206696, 47.4686932]"
3195,Polygon,park,"[19.1216443, 47.4683085]"
3196,Polygon,park,"[19.1226286, 47.4679461]"
3197,Polygon,park,"[19.1200482, 47.4683666]"
3198,Polygon,park,"[19.1210303, 47.4679958]"
3199,Polygon,park,"[19.1191864, 47.4685077]"
3200,Polygon,park,"[19.1181529, 47.4690616]"
3201,Polygon,park,"[19.1161108, 47.4698104]"
3202,Polygon,park,"[19.1167925, 47.4695656]"
3203,Polygon,park,"[19.1171963, 47.4694215]"
3204,Polygon,park,"[19.0900891, 47.4785027]"
3205,Polygon,park,"[18.9012164, 47.6238073]"
3206,Polygon,pitch,"[19.1089344, 47.4807675]"
3207,Polygon,pitch,"[19.1103948, 47.480864]"
3208,Polygon,pitch,"[19.1101821, 47.481028]"
3209,Polygon,pitch,"[19.1100438, 47.4801794]"
3210,Polygon,dog_park,"[19.1177632, 47.4725409]"
3211,Polygon,park,"[19.1143415, 47.4720391]"
3212,Polygon,park,"[19.1139473, 47.4722803]"
3213,Polygon,park,"[19.1149234, 47.4709356]"
3214,Polygon,park,"[19.1166885, 47.4701736]"
3215,Polygon,track,"[19.1311424, 47.4693901]"
3216,Polygon,pitch,"[19.1302685, 47.4701384]"
3217,Polygon,pitch,"[19.1300783, 47.470245]"
3218,Polygon,pitch,"[19.1298884, 47.4703535]"
3219,Polygon,pitch,"[19.1327539, 47.4703211]"
3220,Polygon,pitch,"[19.1330749, 47.4700976]"
3221,Polygon,park,"[19.1310563, 47.4693552]"
3222,Polygon,pitch,"[19.1308216, 47.4706386]"
3223,Polygon,pitch,"[19.1304308, 47.4702694]"
3224,Polygon,swimming_pool,"[19.1281598, 47.4686179]"
3225,Polygon,pitch,"[19.1528168, 47.4605061]"
3227,Polygon,pitch,"[19.1114527, 47.5278739]"
3228,Polygon,park,"[19.0702446, 47.5096608]"
3229,Polygon,park,"[19.0700277, 47.5095382]"
3230,Polygon,park,"[19.0697869, 47.5097759]"
3231,Polygon,park,"[19.0699788, 47.5098986]"
3232,Polygon,park,"[19.199325, 47.5310118]"
3233,Polygon,park,"[19.1211126, 47.4700119]"
3234,Polygon,park,"[19.1192634, 47.4676338]"
3235,Polygon,pitch,"[19.1118074, 47.5278339]"
3237,Polygon,pitch,"[19.1431038, 47.4798938]"
3238,Polygon,track,"[19.1477413, 47.4793698]"
3239,Polygon,pitch,"[19.1220108, 47.4695878]"
3240,Polygon,park,"[19.0366079, 47.5069135]"
3241,Polygon,park,"[19.137585, 47.4704473]"
3242,Polygon,park,"[19.1378122, 47.4733158]"
3243,Polygon,park,"[19.1382404, 47.4740131]"
3244,Polygon,pitch,"[19.1304976, 47.4548537]"
3245,Polygon,pitch,"[19.1306388, 47.4543022]"
3246,Polygon,park,"[19.0454562, 47.5408834]"
3247,Polygon,park,"[19.1206384, 47.560415]"
3248,Polygon,sports_centre,"[19.1209348, 47.5631459]"
3249,Polygon,pitch,"[19.1209043, 47.5629864]"
3250,Polygon,pitch,"[19.1198931, 47.5614513]"
3251,Polygon,playground,"[19.0267654, 47.5506666]"
3252,Polygon,pitch,"[19.0055553, 47.5818705]"
3253,Polygon,pitch,"[19.0050147, 47.5813762]"
3254,Polygon,pitch,"[19.005285, 47.5816233]"
3255,Polygon,pitch,"[19.0254196, 47.5528235]"
3256,Polygon,pitch,"[19.0251621, 47.552607]"
3257,Polygon,pitch,"[19.0246512, 47.5529385]"
3258,Polygon,swimming_pool,"[19.0265025, 47.5516151]"
3259,Polygon,swimming_pool,"[19.0267551, 47.5513252]"
3260,Polygon,garden,"[19.0448857, 47.540978]"
3261,Polygon,fitness_station,"[19.0463359, 47.5429081]"
3262,Polygon,pitch,"[19.0454215, 47.5920406]"
3263,Polygon,pitch,"[19.0455352, 47.5923714]"
3264,Polygon,pitch,"[19.0743668, 47.5222066]"
3265,Polygon,pitch,"[19.0720755, 47.6073113]"
3266,Polygon,pitch,"[19.0710328, 47.6051682]"
3267,Polygon,pitch,"[19.0534257, 47.588913]"
3268,Polygon,pitch,"[19.0535728, 47.5891811]"
3269,Polygon,pitch,"[19.0537153, 47.5915287]"
3270,Polygon,pitch,"[19.0605707, 47.5944037]"
3271,Polygon,pitch,"[19.0602107, 47.5946693]"
3272,Polygon,pitch,"[19.0584784, 47.5934798]"
3273,Polygon,pitch,"[19.0655766, 47.5923968]"
3274,Polygon,sports_centre,"[19.0537015, 47.3526091]"
3275,Polygon,park,"[19.0763511, 47.5038516]"
3276,Polygon,sports_centre,"[19.1418595, 47.6292041]"
3277,Polygon,playground,"[19.0599288, 47.5330485]"
3278,Polygon,park,"[19.0602319, 47.5321377]"
3279,Polygon,pitch,"[19.0489614, 47.5987378]"
3280,Polygon,pitch,"[19.0534284, 47.6019562]"
3281,Polygon,pitch,"[19.0459816, 47.5964928]"
3282,Polygon,pitch,"[18.9004493, 47.3924312]"
3283,Polygon,garden,"[19.0343004, 47.5009913]"
3284,Polygon,park,"[19.0290716, 47.5058533]"
3285,Polygon,park,"[19.0269406, 47.5048114]"
3286,Polygon,park,"[19.1337986, 47.6292724]"
3287,Polygon,pitch,"[19.136926, 47.5319107]"
3288,Polygon,pitch,"[19.1374052, 47.5321639]"
3289,Polygon,pitch,"[19.0671125, 47.5917224]"
3290,Polygon,pitch,"[19.0656838, 47.587087]"
3291,Polygon,swimming_pool,"[19.0662376, 47.5875409]"
3292,Polygon,pitch,"[19.0663051, 47.5907922]"
3293,Polygon,pitch,"[19.0668148, 47.5907604]"
3294,Polygon,pitch,"[19.0653554, 47.5918845]"
3295,Polygon,swimming_pool,"[19.0673486, 47.5870745]"
3296,Polygon,swimming_pool,"[19.0658106, 47.5876794]"
3297,Polygon,swimming_pool,"[19.0658247, 47.5876064]"
3298,Polygon,swimming_pool,"[19.0644989, 47.576325]"
3299,Polygon,swimming_pool,"[19.0637914, 47.5749364]"
3300,Polygon,pitch,"[19.0644258, 47.5790903]"
3301,Polygon,swimming_pool,"[19.0646615, 47.5744201]"
3302,Polygon,swimming_pool,"[19.0648199, 47.5809145]"
3303,Polygon,pitch,"[19.0645077, 47.5754523]"
3304,Polygon,pitch,"[19.0644763, 47.5748603]"
3305,Polygon,pitch,"[19.0652372, 47.5749461]"
3306,Polygon,swimming_pool,"[19.0639313, 47.5733483]"
3307,Polygon,swimming_pool,"[19.064089, 47.575515]"
3308,Polygon,pitch,"[19.1372182, 47.5315289]"
3309,Polygon,pitch,"[19.1375273, 47.531807]"
3310,Polygon,pitch,"[19.3381119, 47.5916803]"
3311,Polygon,sports_centre,"[19.3380217, 47.5918223]"
3312,Polygon,pitch,"[19.3384252, 47.5919135]"
3313,Polygon,pitch,"[18.9603939, 47.5667679]"
3314,Polygon,pitch,"[19.09166, 47.5689238]"
3315,Polygon,sports_centre,"[19.3940218, 47.4209321]"
3316,Polygon,pitch,"[19.3951883, 47.4218687]"
3317,Polygon,park,"[19.076916, 47.4807705]"
3318,Polygon,playground,"[19.2987529, 47.4654154]"
3319,Polygon,playground,"[19.2054829, 47.4144275]"
3320,Polygon,pitch,"[19.2052354, 47.4146259]"
3321,Polygon,playground,"[19.3297419, 47.5027552]"
3322,Polygon,playground,"[19.1198195, 47.5948536]"
3323,Polygon,pitch,"[19.1179003, 47.5965913]"
3324,Polygon,playground,"[19.0895978, 47.5531122]"
3325,Polygon,pitch,"[19.08584, 47.4355112]"
3326,Polygon,pitch,"[19.0738559, 47.4447927]"
3327,Polygon,pitch,"[19.0757708, 47.4443999]"
3328,Polygon,pitch,"[19.0759102, 47.4447782]"
3329,Polygon,swimming_pool,"[19.1013618, 47.4067152]"
3330,Polygon,pitch,"[19.0979298, 47.4129696]"
3331,Polygon,pitch,"[19.0978014, 47.4131948]"
3332,Polygon,swimming_pool,"[19.1016531, 47.4069453]"
3333,Polygon,pitch,"[19.0894005, 47.4254278]"
3334,Polygon,pitch,"[19.0912512, 47.5591152]"
3335,Polygon,park,"[19.0961987, 47.5412934]"
3336,Polygon,park,"[19.0971735, 47.5427181]"
3337,Polygon,dog_park,"[19.1170027, 47.4888808]"
3338,Polygon,pitch,"[19.1196521, 47.4903087]"
3339,Polygon,playground,"[19.1189788, 47.4902018]"
3340,Polygon,garden,"[19.0339199, 47.5031491]"
3341,Polygon,pitch,"[19.170783, 47.5104589]"
3342,Polygon,sports_centre,"[19.1443127, 47.6283313]"
3343,Polygon,pitch,"[19.1572192, 47.6229602]"
3344,Polygon,pitch,"[19.1457765, 47.6277543]"
3345,Polygon,park,"[19.1136716, 47.5955131]"
3346,Polygon,park,"[19.1063569, 47.5313042]"
3347,Polygon,pitch,"[19.0201759, 47.5561129]"
3348,Polygon,fitness_station,"[19.0603602, 47.477911]"
3349,Polygon,park,"[19.1077364, 47.5142471]"
3350,Polygon,park,"[19.0751776, 47.542812]"
3351,Polygon,dog_park,"[19.0984609, 47.5721107]"
3352,Polygon,park,"[19.0777074, 47.5473546]"
3353,Polygon,park,"[19.1082129, 47.5167687]"
3354,Polygon,park,"[18.91938, 47.5091748]"
3355,Polygon,playground,"[18.9258361, 47.5177234]"
3356,Polygon,playground,"[18.9339593, 47.5151959]"
3357,Polygon,park,"[19.0440982, 47.6210516]"
3358,Polygon,pitch,"[18.9536992, 47.4086985]"
3359,Polygon,playground,"[19.1250638, 47.5774203]"
3360,Polygon,park,"[19.110122, 47.5656375]"
3361,Polygon,park,"[19.0457003, 47.6208416]"
3362,Polygon,pitch,"[19.0876944, 47.5160635]"
3363,Polygon,pitch,"[19.0891716, 47.515315]"
3364,Polygon,pitch,"[19.0875337, 47.5159473]"
3365,Polygon,pitch,"[19.0880865, 47.5159645]"
3366,Polygon,pitch,"[19.0875227, 47.5158669]"
3367,Polygon,pitch,"[19.0887005, 47.5152225]"
3368,Polygon,park,"[19.0911627, 47.512951]"
3369,Polygon,pitch,"[19.0864101, 47.508636]"
3370,Polygon,pitch,"[19.0893571, 47.5076968]"
3371,Polygon,pitch,"[19.0895386, 47.5078307]"
3372,Polygon,pitch,"[19.0893643, 47.5076555]"
3373,Polygon,pitch,"[19.0890814, 47.5082638]"
3374,Polygon,playground,"[19.1438397, 47.6412537]"
3375,Polygon,park,"[19.137527, 47.6275135]"
3376,Polygon,park,"[19.0436374, 47.5611191]"
3377,Polygon,park,"[19.0437032, 47.5567945]"
3378,Polygon,playground,"[19.10211, 47.5566924]"
3379,Polygon,playground,"[19.0569063, 47.4872457]"
3380,Polygon,pitch,"[18.9421383, 47.4157435]"
3381,Polygon,playground,"[19.0377241, 47.4470581]"
3382,Polygon,dog_park,"[19.0425546, 47.4718706]"
3383,Polygon,pitch,"[18.9861182, 47.5177017]"
3384,Polygon,playground,"[19.0350199, 47.4466881]"
3385,Polygon,pitch,"[19.0401769, 47.4408334]"
3386,Polygon,park,"[19.0064262, 47.5930556]"
3387,Polygon,park,"[19.0391169, 47.5522742]"
3388,Polygon,pitch,"[19.2486077, 47.4796106]"
3389,Polygon,park,"[19.0390667, 47.5514033]"
3390,Polygon,playground,"[19.0403284, 47.5515925]"
3391,Polygon,park,"[19.0406824, 47.552011]"
3392,Polygon,pitch,"[19.0393592, 47.5486146]"
3393,Polygon,pitch,"[19.0384275, 47.5491192]"
3394,Polygon,playground,"[19.0380413, 47.5489834]"
3395,Polygon,playground,"[19.0372676, 47.5488291]"
3396,Polygon,park,"[19.0301888, 47.511942]"
3397,Polygon,playground,"[19.0106039, 47.4744318]"
3398,Polygon,garden,"[18.9171682, 47.4785968]"
3399,Polygon,sports_centre,"[19.0969181, 47.5615073]"
3400,Polygon,park,"[19.0498698, 47.5634587]"
3401,Polygon,park,"[19.0493031, 47.5642639]"
3402,Polygon,park,"[19.0514015, 47.564853]"
3403,Polygon,park,"[19.0509906, 47.5642417]"
3404,Polygon,garden,"[19.0283184, 47.5131622]"
3405,Polygon,park,"[19.0291989, 47.5143307]"
3406,Polygon,pitch,"[19.0296237, 47.5147142]"
3407,Polygon,park,"[19.0322731, 47.5130273]"
3408,Polygon,pitch,"[19.0316445, 47.4668458]"
3409,Polygon,pitch,"[19.0312094, 47.4667771]"
3410,Polygon,pitch,"[19.0314269, 47.4668115]"
3411,Polygon,garden,"[19.2555034, 47.4602574]"
3412,Polygon,garden,"[19.2579779, 47.4587998]"
3413,Polygon,park,"[19.0259776, 47.512768]"
3414,Polygon,park,"[19.0266083, 47.5085557]"
3415,Polygon,pitch,"[18.9272164, 47.5125042]"
3416,Polygon,playground,"[19.0276702, 47.4655796]"
3417,Polygon,dog_park,"[18.9931784, 47.4715109]"
3418,Polygon,park,"[19.1332981, 47.4908837]"
3419,Polygon,park,"[19.1359651, 47.4910568]"
3420,Polygon,playground,"[19.1359057, 47.4909651]"
3421,Polygon,garden,"[19.1718507, 47.5166396]"
3422,Polygon,playground,"[18.9012823, 47.377873]"
3423,Polygon,playground,"[19.1379008, 47.626116]"
3424,Polygon,pitch,"[19.1390327, 47.6254779]"
3425,Polygon,pitch,"[19.0585432, 47.6159884]"
3426,Polygon,pitch,"[19.0585079, 47.615783]"
3427,Polygon,pitch,"[19.0587268, 47.6159672]"
3428,Polygon,pitch,"[19.1248893, 47.542696]"
3429,Polygon,playground,"[19.1269669, 47.6395735]"
3430,Polygon,playground,"[19.1630397, 47.6274952]"
3431,Polygon,swimming_pool,"[18.950895, 47.4134203]"
3432,Polygon,swimming_pool,"[18.9508809, 47.4125928]"
3433,Polygon,sports_centre,"[19.2192962, 47.5467873]"
3434,Polygon,dog_park,"[19.0978255, 47.5227935]"
3435,Polygon,pitch,"[18.9323216, 47.4584694]"
3436,Polygon,park,"[19.0290007, 47.4978116]"
3437,Polygon,pitch,"[19.1123257, 47.3911014]"
3438,Polygon,pitch,"[19.1119237, 47.3897212]"
3439,Polygon,dog_park,"[19.2593847, 47.4516118]"
3440,Polygon,park,"[19.0740686, 47.5021635]"
3441,Polygon,playground,"[19.1392569, 47.4753847]"
3442,Polygon,park,"[19.1395772, 47.4754016]"
3443,Polygon,park,"[19.1389771, 47.4754362]"
3444,Polygon,pitch,"[19.1038803, 47.4806307]"
3445,Polygon,pitch,"[19.1187912, 47.4705533]"
3446,Polygon,garden,"[19.0593782, 47.4843231]"
3447,Polygon,playground,"[19.3953612, 47.4220876]"
3448,Polygon,swimming_pool,"[18.987976, 47.4593461]"
3449,Polygon,garden,"[18.9264801, 47.459352]"
3450,Polygon,garden,"[18.9302825, 47.4534058]"
3451,Polygon,park,"[18.9235974, 47.4372951]"
3452,Polygon,garden,"[18.9235381, 47.4374447]"
3453,Polygon,garden,"[18.9354913, 47.4550018]"
3454,Polygon,park,"[18.9344972, 47.378544]"
3455,Polygon,park,"[19.0601703, 47.4770423]"
3456,Polygon,park,"[19.0600281, 47.4781613]"
3457,Polygon,park,"[19.1531718, 47.6373962]"
3458,Polygon,park,"[19.1542639, 47.6368125]"
3459,Polygon,playground,"[19.1530946, 47.6370394]"
3460,Polygon,park,"[19.1487508, 47.6329814]"
3461,Polygon,dog_park,"[19.0506224, 47.4704232]"
3462,Polygon,pitch,"[19.0538114, 47.4903661]"
